2018-04-10 20:32:05,"Não suporto mais essa chata da Clara, ah! #OOutroLadoDoParaíso"
2018-04-10 20:20:59,"Tadinho do Patrick 😭😭
#OOutroLadoDoParaiso"
2018-04-10 20:14:48,Que nojo essacena da clara e do Gael #OOutroLadoDoParaiso 😒
2018-04-10 20:14:25,"Juliana Caldas, a anã de #OOutroLadodoParaiso , posa completamente nua
https://t.co/o9VNlaYhex

#OQueEstouLendo"
2018-04-10 20:13:28,"Gael morre ao salvar Clara de tiro de Sophia, na novela #OOutroLadoDoParaiso
https://t.co/bucG171kXB

#OQueEstouLendo"
2018-04-10 20:00:59,"Beth detona Jô em #OOutroLadoDoParaiso : ‘Você é nojenta, ordinária’. https://t.co/GG83I15dmu https://t.co/qYmAB6qvdR"
2018-04-10 19:42:00,"Concordo com a Sônia, graças a Deus #OOutroLadoDoParaiso tá acabando
#ATardeESua"
2018-04-10 19:14:18,"Hoje, em #OOutroLadoDoParaiso, Fabiana assume que está falida e faz proposta a Clara; Mercedes promete ensinar Cleo a usar o dom."
2018-04-10 19:12:27,"Par romântico de Pedro Carvalho despe-se para quebrar tabus
https://t.co/9c6BKwNLpj
#OOutroLadoDoParaiso"
2018-04-10 19:05:12,"#OOutroLadoDoParaíso 42
#BBB18 31
#JN 34
#OrgulhoEPaixão 23
#MalhacaoVidasBrasileiras 18

fenomenoZÃOs / Excelentes !!!"
2018-04-10 18:55:15,#ooutroladodoparaíso 👊 .. Não sei como acaba a música ... mas sei qual é o fim 😂🤣🤣🤣🤣 https://t.co/6bbCD6L5mK
2018-04-10 18:54:54,"Audiência PORTUGAL 🇵🇹 Novelas
Segunda 09/04/18

1⃣ #AHerdeira 14,3
2⃣ #AHerdeira 12,3
3⃣ #VidasOpostas - Estreia 12… https://t.co/OB56WR7Gps"
2018-04-10 18:40:56,#OOutroLadoDoParaiso - Últimas semanas: Sophia confessa a Gael que é assassina: “Tua família é coberta de sangue”.
2018-04-10 18:39:41,"AÍ SIMM, VAMOS FAZER MAIS BARULHO PRA VER SE O WALCYR ACORDA

#Clarick
#OOutroLadoDoParaíso 

@WalcyrCarrasco… https://t.co/uVYaGfsDLu"
2018-04-10 18:36:30,'Outro Lado do Paraíso' - Sophia mata Renato a tesouradas no final #OOutroLadodoParaíso https://t.co/xlqgAcaI5H
2018-04-10 18:34:17,"Meio q já deu, né?
Estela com Portuga
Clara com Gael

Essa trama não tem mulheres q “chutam o balde” e mandam os ho… https://t.co/WA3mnHqbOu"
2018-04-10 18:31:58,"eu tava lendo as fofocas da novela, eh isso mesmo, o gael vai ficar com a clara? não tô crendo. #OOutroLadoDoParaiso"
2018-04-10 18:20:14,Não tenho paciência pra Bruno e Diego. #OOutroLadodoParaiso
2018-04-10 18:19:33,@WalcyrCarrasco gael e clara juntos no final !!!! Lindos 💗💞💓 Deixa o carneirinho com a chata da Adriana… https://t.co/ySJqBUd6BQ
2018-04-10 18:18:08,"""Você tem o DOM, Cleo. Eu vou te ensinar a usar. Eu vou te ensinar a ouvir. Eu vou te ensinar a entender o coração… https://t.co/CfCT7oSv8s"
2018-04-10 18:14:47,Alguém aí precisando de um advogado? 😉#OOutroLadoDoParaiso https://t.co/hIx543TNBC
2018-04-10 18:10:42,Assista #OOutroLadoDoParaíso pelo #GloboPlay https://t.co/zHA1fKmhm4
2018-04-10 18:02:35,"Consolidados - GLOBO (06/04):

#OrgulhoEPaixão 18.9
#SP2 21.7
#DeusSalveORei 21.6
#JN 29.4
#OOutroLadoDoParaíso 39.… https://t.co/hHsjWkOy5X"
2018-04-10 18:01:49,"Erika Januza e Eliane Giardini comentam o pedido de desculpas de Nádia para Raquel 
VídeoShow #OOutroLadoDoParaíso https://t.co/lIX6T1kq60"
2018-04-10 18:01:00,"Hoje, em #OOutroLadoDoParaiso, Xodó revela a Gael que Sophia matou Mariano."
2018-04-10 17:58:06,Assista #OOutroLadoDoParaíso pelo #GloboPlay https://t.co/JNrtFrmWNK
2018-04-10 17:51:36,@AndreiaSadi @GloboNews Foi pra comentar o capítulo de ontem de #OOutroLadoDoParaiso hahaha
2018-04-10 17:48:04,"Beth tá me decepcionando muito, como pode ela incentivar a filha a largar a pessoa que ela ama pra ficar com o cara… https://t.co/NwuCEbvMdK"
2018-04-10 17:46:53,"Amo a Gael, bueno amo a Sergio Guize en realidad #OOutroLadoDoParaíso"
2018-04-10 17:42:23,"#OOutroLadoDoParaiso - Últimos capítulos: Clara surpreende com vingança misteriosa contra Sophia. No Ar, dia 1 de maio!"
2018-04-10 17:25:10,"Que cena emocionante Clarick ♥️
Eu sei que vou te amar, por toda a minha vida vou te amar 🎶
#OOutroLadoDoParaiso
#VideoShowAoVivo"
2018-04-10 17:22:48,a rede globo fez a personagem negra falar pra personagem branca que a novela inteira foi racista dizer que ela nao… https://t.co/27EMLWVkaB
2018-04-10 17:21:16,Que cena horrorosa essa de #OOutroLadoDoParaíso  #VídeoShowAoVivo
2018-04-10 17:20:39,cena tensa de ontem... #VídeoShowAoVivo #OOutroLadoDoParaíso
2018-04-10 17:13:52,#OOutroLadoDoParaíso
2018-04-10 17:13:41,Dona Mercedes para presidente #OoutroLadoDoParaíso #RedeGlobo #NoveladasNove #VídeoShowAoVivo https://t.co/PNGc9AtcrF
2018-04-10 17:11:06,#OOutroLadoDoParaiso Clara deixar o Patrick. Ficou louca.
2018-04-10 16:50:08,"A vítima em clima de ""romance"" com seu algoz. NÃO ROMANTIZE O AGRESSOR #OOutroLadoDoParaiso @RedeGlobo… https://t.co/E2P8PGSK89"
2018-04-10 16:47:34,"#OoutroLadoDoParaíso
Quando se começa a trabalhar fica difícil acompanhar. Está tão boa rs"
2018-04-10 16:46:05,Saindo do foco @bbb! Vi um spoiler que em #OOutroLadoDoParaíso o Gael morre pra salvar a Clara! @WalcyrCarrasco naa… https://t.co/MfkDHFCR5a
2018-04-10 16:28:56,O reveja mais lindo que você vai ver hoje 💙 #OOutroLadoDoParaíso #Globoplay https://t.co/a9vDfYCqgp
2018-04-10 16:25:01,"Segunda 09/04:📺

#VideoShowAoVivo 11👏
#Celebridade 14👈
#MalhaçãoVidasBrasileiras 18👏
#OrgulhoEPaixão 23👏… https://t.co/XgTilsE0vR"
2018-04-10 16:20:20,O Outro Lado do Paraíso: #Xodó promete fazer importante #Revelação a #Gael - #OOutroLadoDoParaíso #Xodó - https://t.co/3g8x3l95sW
2018-04-10 16:02:55,@luluzinhamarica Tudo o q vc faz um dia volta pra vc (leia na voz do Renatão) e pensa q esse foi para… https://t.co/VozeaZiCaL
2018-04-10 16:02:22,O Outro lado do Paraíso: Clara planeja vingança misteriosa contra Sophia #Ooutroladodoparaiso #bbb18 https://t.co/rBAw8Onty2
2018-04-10 16:00:19,O outro lado da franja!  Dublagem #ooutroladodoparaiso #clara Instagram-raphavelez https://t.co/NY9KQsSlnN
2018-04-10 16:00:02,"#OOutroLadoDoParaíso 
"" - Você vai encontrar alguém que te ame.
  - Não vou, não. Não me apaixono assim. Sei que vo… https://t.co/E7XJJcwJHR"
2018-04-10 15:32:56,Chorei junto com o Patrick ontem... #Ooutroladodoparaiso
2018-04-10 15:31:54,"Só em novela mesmo, viu? Até parece que vou dar meu macho pra gente safada melhorar. 
Ela precisa de rim e não de p… https://t.co/wgCpxWURgj"
2018-04-10 15:30:00,Cleo fica emocionada ao descobrir que tem o Dom https://t.co/Wg8b8Mbesn #OOutroLadoDoParaíso https://t.co/jPMpBkg1Jc
2018-04-10 15:29:16,O Patrick não existe🤤 #OOutroLadoDoParaiso
2018-04-10 15:27:06,"A Clara não fez isso!  🤦‍♀️
Patrick desolado... 💔
#OOutroLadoDoParaíso
https://t.co/6sgIvtDcaR https://t.co/fpK2knX86Z"
2018-04-10 15:26:40,"SP 09/04/18: TOP 10 - GLOBO

1º #OOutroLadoDoParaíso: 42,2
2º #JornalNacional: 33,7
3º #BBB18: 30,8
4º… https://t.co/ATlCKFeVER"
2018-04-10 15:19:18,#OOutroLadoDoParaíso #JN/#JornalNacional #BBB18 #DeusSalveORei e #SP2 foram as maiores audiências da Globo na segun… https://t.co/VtiEdzKBb0
2018-04-10 15:17:54,"Juliana Caldas, de O Outro Lado do Paraíso, posa nua - #OOutroLadoDoParaiso https://t.co/5dZdOBpCkG"
2018-04-10 15:17:21,“O Outro Lado do Paraíso”: Clara planeja vingança misteriosa contra Sophia: “É o que ela merece” -… https://t.co/6yJHZljPyU
2018-04-10 15:14:57,"@juzinha.caldas a Estela de #ooutroladodoparaiso ""delicadeza da PELE #peleproject,porque por baixo da roupa somos t… https://t.co/Y8ndtdXyz8"
2018-04-10 15:12:54,"Consolidados de Segunda (09/04)

#Celebridade – 14.1
#MalhaçãoVidasBrasileiras – 18.1
#OrgulhoEPaixão – 22.7… https://t.co/hpCbAEIK9e"
2018-04-10 15:11:20,"09/04/18: audiência das novelas da Globo

#Celebridade: 14,1
#Malhação: 18,1
#OrgulhoEPaixão: 22,7
#DeusSalveORei:… https://t.co/NaOmCQo3vi"
2018-04-10 15:08:01,"A coisa que mais preocupa na separação de #Clarick é o Gael, pq todo mundo sabe que a Dri pro Patrick nem fede nem… https://t.co/wOhF4VD4BB"
2018-04-10 15:06:12,"Beth vou te prender por isso kk, #OOutroLadoDoParaíso  #gloriananovela @gloriapires 💕 https://t.co/QZ4Rt2BXJT"
2018-04-10 15:02:11,"O Brasil que eu quero é que esses boys de #OOutroLadoDoParaíso existam na mesma proporção da novela. É frentista, l… https://t.co/zGqL0GQwN1"
2018-04-10 15:01:55,"Audiências das novelas da Globo nesta segunda (09):

#Celebridade - 14
#Malhação #VidasBrasileiras - 18… https://t.co/vFKMswlPfR"
2018-04-10 15:01:10,"Beth dizendo pra Clara que ela ama o Gael. #Clarick não acabou,favor não atrapalhar vc ama o cara errado e quer pas… https://t.co/9j19A5u2us"
2018-04-10 14:59:32,Ainda estou impactada com o término do meu #Clarick #OOutroLadoDoParaíso
2018-04-10 14:59:18,"A que no twitter e ao contrário do Facebook, ninguém fica inventando que tem uma vida boa e feliz, a que todo mundo… https://t.co/l8QmOiiOgi"
2018-04-10 14:56:58,"Consolidados - GLOBO (05/04):

#DeusSalveORei 25.2
#JN 33.5
#OOutroLadoDoParaíso 43.4
#RedeBBB #BBB18 30.5… https://t.co/6ET9L8EzEQ"
2018-04-10 14:52:01,essa história de ficar dividida e deixar o patrick como ultima opcao NAO ME DESCE. Só se ela voltar com ele e dps o… https://t.co/exA8ULMYbb
2018-04-10 14:49:31,#trânsito #TheNoite #GiovanniImprota #GOT7 #GloboPlay #OOutroLadoDoParaíso #GauchaHoje @oserginho #AltasCapacidades… https://t.co/OLCfqIGXE3
2018-04-10 14:48:09,Coerência pra que? #OoutroLadoDoParaiso https://t.co/vrOUlny8gW
2018-04-10 14:45:08,"Quem é melhor atriz? Débora Falabella, Deborah Secco, Mariana Ximenes ou Taís Araújo? Vota aí  #BBB18 #Encontro… https://t.co/KnCLpwDog7"
2018-04-10 14:37:30,#Encontro.  Fábio Lago diverte todo mundo em #OOutroLadoDoParaiso . Que personagem! Nick é show!
2018-04-10 14:23:06,A dona Beatriz tem q ressuscitar logo pra ver se ela consegui colocar juízo na cabeça da clara SÓ faz besteira vem… https://t.co/enMbSUBjZm
2018-04-10 14:18:45,"Aí sim, eu te criei pra isso WALCYR CARRASCO 😎 #OOutroLadoDoParaíso https://t.co/erkbHcUE6U"
2018-04-10 14:17:04,"Essa Adriana é muito ridícula. Quem já viu, priorizar macho ao invés de mae #OOutroLadoDoParaiso"
2018-04-10 14:15:15,Gente eu aqui toda com dó da clara a bixinha tá sofrendo no outro dia tá ela LÁ com aquele sorrisinho pro gael vá p… https://t.co/n1ds1GNahh
2018-04-10 14:08:26,"Só em novela mesmo, viu? Até parece que vou dar meu “homi” de bandeja pra gente safada melhorar. A irmã precisa de… https://t.co/3h8DQKMZl5"
2018-04-10 14:04:30,"Clara, eu sei que vou te amar pro resto da minha vida #Clarick #OOutroLadoDoParaiso https://t.co/mg0kp30qx8 https://t.co/dSVT5odyhz"
2018-04-10 14:02:56,A Beth pra mim é pior que Sofia. Eu tô com um ranço dela que não tenho palavras pra explicar. Ela é nojenta. Como p… https://t.co/njcZuzyWZ6
2018-04-10 14:02:09,O Outro Lado do Paraíso: Clara planeja vingança misteriosa contra Sophia - #BiancaBin #OOutroLadoDoParaíso… https://t.co/JpVFA4ZXGZ
2018-04-10 14:01:50,EU MORRO COM ESSE POVO KKKKKKKKKKKKK #OOutroLadoDoParaiso https://t.co/iFDykK3Cuj
2018-04-10 14:01:43,Só relatando que Nádia Naja desceu do pedestal e calçou a sandalinha da humildade. A cena dela com a Raquel foi linda 😭 #OOutroLadoDoParaíso
2018-04-10 14:00:59,"EITA! Vote agora: https://t.co/GG5WjGa2mx Hoje é dia de eliminação no #BBB. Não perca, logo depois de… https://t.co/PO7JMlJw0A"
2018-04-10 14:00:20,"REVOLTADÍSSIMA!!!! Essa Adriana é chata demais, pronto falei. #OOutroLadoDoParaíso https://t.co/I8Sb8TzLAj"
2018-04-10 13:59:26,Tem #OOutroLadoDoParaíso no #Encontro https://t.co/YU8tushpSy
2018-04-10 13:58:43,"Só em novela mesmo, viu? Até parece que vou dar meu “homi” de bandeja pra gente safada melhorar. A irmã precisa de… https://t.co/20o5qcsZxc"
2018-04-10 13:57:46,"Juliana Caldas, a anã de #OOutroLadodoParaíso, posa completamente nua
https://t.co/ttzt9z69C1

#TercaDetremuraSDV
#citecoisasirritantes"
2018-04-10 13:55:40,"Óbvio que era uma crítica. Olha, eu defendi essa obra do Walcyr até onde deu
Uma novela por meses ficar falando de… https://t.co/OvxSaOdX4e"
2018-04-10 13:40:04,Como eu abomino aquela Jo desgraçada... #OOutroLadoDoParaiso
2018-04-10 13:31:00,#OOutroLadoDoParaiso :Beth enfrenta Jô e estapeia a rival https://t.co/I9COmTGbb2 https://t.co/MaN3I0Ajv0
2018-04-10 13:30:01,Renato e Fabiana tentam acordo com Clara: 'Meio a meio' https://t.co/RnCqpBRTlW #OOutroLadoDoParaíso https://t.co/OgxvpSDP7H
2018-04-10 13:19:41,"Ai gente. Eu nunca sofri tanto por um casal assim na novela. Poxa vida, sempre esses términos a gente aguenta, mas… https://t.co/c7vdoLoEFS"
2018-04-10 13:12:27,'Outro Lado' - Sophia vai matar Clara com tiro e Gael é quem morre #OOutroLadodoParaíso https://t.co/NzrjMBsD7R
2018-04-10 13:10:45,"Autor de #OOutroLadoDoParaiso avisa: ""Acabo de escrever a palavra FIM"" https://t.co/7ULpUf5Uct https://t.co/vCsJ2J3PpB"
2018-04-10 13:08:22,#OOutroLadoDoParaiso Eliane Giardini que atriz maravilhosa !! 👏👏👏 Que cena !! 👏👏O perdão é necessário para ambas as… https://t.co/NiX45eSecM
2018-04-10 12:57:13,KKKKKKKKK #BBB #BigTretaBrasil  #BBB18  @gshow  #OOutroLadoDoParaíso https://t.co/UXc6ZufoWI
2018-04-10 12:55:33,"#OOutroLadoDoParaiso Todo costurado, Mariano repete história e vira trunfo em O Outro Lado do Paraíso.Confira:… https://t.co/Di7osWuqy2"
2018-04-10 12:31:09,O Outro Lado do Paraíso: #Clara fica chocada com proposta de #Fabiana e #Renato - #OOutroLadoDoParaíso - https://t.co/U6GlSMCbTr
2018-04-10 12:31:00,O Outro Lado do Paraíso: Resumo de Terça-feira (10/04/18) #OOutroLadoDoParaíso https://t.co/zBHDNJWgv7 https://t.co/mwiKgy9A7S
2018-04-10 12:27:11,Hoje certeza que pedirei uma pizza 🍕✌🏻 #OOutroLadoDoParaiso https://t.co/dwuGDaxrLg
2018-04-10 12:26:55,"""A minha filha e a da minha mulher, então somos três, quatro...""
- Somos um casal que se dá muito bem
""Você tem uma… https://t.co/dEOMEcfRum"
